Floor Plans,
Staggered Harmony,https://static.wixstatic.com/media/ead5d3_1853b61a23cc4eeeb5098beecb43068f~mv2.jpg
Compact Harmony,https://static.wixstatic.com/media/ead5d3_e997ffc007be453d853817779acd4b2e~mv2.jpg
Straight Elegance,https://static.wixstatic.com/media/ead5d3_af627c9d94444a4ab9e50b3f071beb71~mv2.jpg
Compact Elegance,https://static.wixstatic.com/media/ead5d3_9a5f8e646e0544f5884a633c0383e2f6~mv2.jpg
Simplified Elegance,https://static.wixstatic.com/media/ead5d3_ce1d18912cf648059965ff374956ec01~mv2.jpg
